key,translation
bronze,青铜錠
iron,铁錠
manure,粪便
wood,木材
charcoal,木炭
stone,石材
clay,黏土
leather,熟皮革
copper_ore,铜矿
tin_ore,錫矿
iron_ore,铁矿
crushed_copper_ore,碎铜矿
crushed_tin_ore,碎錫矿
crushed_iron_ore,碎铁矿
fiber,纖维
cloth,布料
yarn,紗線
woven_clothing,编织服装
dry_skin,干皮革
raw_skin,生皮革
mudbrick,泥砖
settler_corpse,居民屍體
stone_sickle,石镰刀
copper_sickle,铜镰刀
bronze_sickle,青铜镰刀
iron_sickle,铁镰刀
stone_axe,石斧
copper_axe,铜斧
bronze_axe,青铜斧
iron_axe,铁斧
stone_hoe,石锄头
copper_hoe,铜锄头
bronze_hoe,青铜锄头
iron_hoe,铁锄头
stone_pick,石镐
copper_pick,铜镐
bronze_pick,青铜镐
iron_pick,铁镐
wooden_spear,木矛
stone_spear,石矛
copper_spear,铜矛
bronze_spear,青铜矛
iron_spear,铁矛
wooden_harpoon,木鱼叉
stone_harpoon,石鱼叉
copper_harpoon,铜鱼叉
bronze_harpoon,青铜鱼叉
iron_harpoon,铁鱼叉
sling,投石索
bow,弓
crossbow,弩
barley_seeds,大麦种子
skins_outfit,皮制衣服
warm_fur_clothes,保暖的毛皮衣
warm_knitted_clothes,保暖的针织衣
chainmail,链甲
leather_outfit,皮革衣服
ceramic_pot,陶罐
unfired_pot,未烧制的罐
pot_of_beer,一罐啤酒
pot_of_wine,一罐葡萄酒
pot_of_mead,一罐蜂蜜酒
pot_of_water,一罐水
pot_of_milk,一罐奶
flour,面粉
grape,葡萄
raisin,葡萄干
raw_meat,生肉
dry_fish,鱼干
dry_meat,肉干
raw_fish,生鱼
number_of_fish,鱼的数量
peas,豆子
cooked_meat,熟肉
cooked_fish,熟鱼
flatbread,面饼
cheese,奶酪
hay,干草
mudbrick_hut,泥磚屋
bloomery,锻造炉
used_to_smelting_metals_from_its_ores,将矿石冶炼成金属錠。
clay_barn,黏土仓库
used_for_storing_resources,储存资源。
used_for_coal_production,生产煤炭。
clay_deposit,黏土矿床
clay_hut,黏土屋
clay_oven,黏土窯炉
used_for_quick_cooking,更快的烹煮食材。
iron_smithy,铁锻造场
used_for_forging_iron_tools,锻造铁制工具。
copper_deposit,铜矿床
crafter,制作台
used_to_create_primitive_tools,制作原始工具。
dirt_path,土路
dolmen,巨石墓
drop_spindle,紡线锤
used_for_spinning_yarn,用于紡制纱线。
farm_plot,农地
used_for_growing_plants,种植农作物。
fermenting_pot,酿造罐
used_to_ferment_foods,用于酿造及发酵。
fishing_place,捕鱼点
used_for_fishing,在这里捕鱼。
fish_trap,鱼簍
food_dryer,干燥架
used_for_drying_food,"将食物晒干,可延长保质期。"
grave,坟墓
used_to_bury_the_dead,埋葬死者。
hearth,石炉
used_for_cooking,用來料理。
iron_deposit,铁矿床
kiln,陶窯
used_for_firing_ceramic_products,"温度更高,可烧制陶器。"
warp_weighted_loom,织布机
used_to_weave_cloth,将纱线紡成布料。
mechanical_crusher,破碎机
used_to_crushing_resources,用來粉碎材料。
millstone,石磨
used_for_quick_grinding_of_grain,提高研磨谷物的效率。
used_for_mining,用于开采。
mortar_and_pestle,石臼和杵
used_to_grinding_and_crushing_resources,碾碎及研磨矿石。
mudbrick_dryer,泥砖干燥处
used_for_drying_adobe,在这里烘干土坯。
palisade,栅栏
barn,谷仓
primitive_animal_dwelling,原始的畜栏。
used_to_cross_water,用来穿越水面。
skin_drying_rack,晾皮架
used_for_drying_skins,简单的晾干生皮。
spinning_wheel,紡车
stick_hut,简陋小屋
stockpile,储存
copper_smithy,铜锻造场
used_for_forging_copper_and_bronze_tools,锻造铜及青铜工具。
stone_deposit,石矿
stone_floor,石路
allows_creatures_to_move_faster,加快移動速度。
primitive_dwelling,原始的住所。
stone_pieces,石块
stone_wall,石墙
tannery,制革场
used_for_tanning_skins,将晾干的皮革鞣制成熟皮革。
tin_deposit,錫矿床
water_gathering_place,汲水处
used_to_collect_water,用來取水。
well,水井
windmill,风车
used_for_automated_grinding_of_grain,利用风力研磨谷物。
wooden_gate,木门
point_of_entry_to_a_space_which_is_enclosed_by_walls,被墙壁包围的空间出入口。
wood_pieces,木片
workshop,工作坊
used_to_create_advanced_tools,制作进阶工具。
sound_volume,音量
accept,同意
decline,衰退
tailors_workshop,裁缝工作坊
used_to_make_clothes,制作服装。
irrigation_canals,水渠
build_irrigation_canal,修建水渠
destruct_irrigation_canal,拆除水渠
melee_damage,近战伤害
range_damage,远攻伤害
recharge_time,再生时间
tool_type,工具种类
efficiency,效率
chance,机会
projectile_speed,射击速度
repeat,重复
fishing_rod,钓竿
source_of_mechanical_energy,机械能量来源
mechanical_millstone,机械石磨
energy_consumer,能量消耗
energy_source,能量来源
connected,已连接
disconnected,未连接
travel_speed,移动速度
beekeeping,养蜂
wild_bee_hive,野生蜂巢
bee_hive,蜂巢
beeswax,蜂蜡
dandelion,蒲公英
pot_of_honey,一罐蜂蜜
honeycomb,蜂巢板
flowers,花朵
base_speed,基础速度
total_speed,整体速度
honey,蜂蜜
bee_hive_description,生产蜂蜜的效率是野生蜂巢的两倍。
a_wild_bee_hive_has_appeared_near_you,你附近有一个野生蜂巢。
future,未来
game_finished,游戏结束
energy_consumption,能量消耗
energy_output,能量输出
time_machine_description,时间旅行装置
energy_available,可用能量
return_to_the_future,回到未来
windowed,窗口化
fullscreen,全屏幕
open_game_data_folder,开启游戏资料夹
credits,制作人员
turn_on_music,开启音乐
turn_off_music,关闭音乐
recipes,配方
aurochs,原牛
boar,野猪
tarpan,泰班野马
mouflon,摩弗伦羊
workers,工作者
knowledge_points,知识点数
knowledge,知识
primitive_school_description,用来获得知识点数。
skin_tent,皮制帐篷
edge_scrolling_camera,边缘滚动相机
learning,研究
left_click,左键
right_click,右键
enable_all,全部啟用
disable_all,全部停用
pregnancy,怀孕
was_killed_by,{0} 被 {1} 杀死
command_line,指令列
x_died_of_starvation,{0} 饿死
x_died_from_the_cold,{0} 冷死
x_died_of_old_age,{0} 老死
domesticate,驯化
slaughter,屠宰
animal_male,公
animal_female,母
shelf_life_of_products,保存期限
food_storage_hut_description,"用来储存食物,延长食物的保质期。"
food_storage_hut,食物仓库
mammoth,猛玛象
copy,复制
paste,貼上
brick,砖块
the_settlers_are_freezing,冻僵的居民
the_settlers_are_starving,饥饿的居民
child,幼年
adult,成年
old,老年
animal_pen,畜栏
animal_pen_description,让动物吃饭及休息。
animal_filter,筛选动物
the_settlers_are_unhappy,不开心的居民
production_limit,产量限制
repeat_until_production_limits_are_reached,生产至数量上限。
all,全部
stored,已储存
wolf,狼
peaceful_mode,和平模式
a_wild_animal_is_about_to_attack_your_settlement,野生动物即将攻击您的聚落！
weapon,武器
attack,攻击
equip,装备
come_here,来这里
bone,骨头
bone_sickle,骨镰刀
bone_harpoon,骨鱼叉
bone_spear,骨矛
bone_tools,骨制工具
items,物品
wolf_domestication,驯化野狼
clean_up_manure,清理粪便
cattle,牛
horse,马
pig,猪
sheep,绵羊
dog,狗
brick_floor,砖地板
brick_wall,砖墙
haystack,干草垛
haystack_description,存放干草。
disband,解散
automatically_mine_spawned_deposits,自动开采生成的矿物。
mine_description,在周围产出可开采的资源。
shelf_life,保质期
raisin_buns,葡萄干面包
rename,改名
wool,羊毛
wool_clothing,羊毛衣服
wool_yarn,羊毛线
wool_cloth,羊毛布料
new_settlers,新的居民
duration_x_minutes,持续时间: {0} 分钟
duration_x_hours,持续时间: {0:0.0} 小时
movement_speed,移动速度
effects,影响
herbalist_table,制药桌
herbalist_table_description,制造原始的药物。
food_poisoning_cure,食物中毒治疗药
primitive_medicine,原始医学
medicine,医药
causes,原因
cures,治疗
productivity,产量
wind,風速
calm,平靜
light,照明
moderate,温和
strong,強烈
depends_on_wind_speed,取决于风速。
mudbrick_wall,泥砖墙
mudbrick_floor,泥砖地板
torch,火炬
torch_description,用木材照明。
energy_type,能源类型
kinetic,动力学
gas,煤气
knowledge_table,研究桌
pause,暂停
has_joined_your_settlement,{0} 已加入你的聚落。
walls,墙壁
wall_description,用来建造不可通过的结构。
basket,篮子
number_of_uses,使用次数
to_do_the_job_of_x_you_need_tools,你需要 {0} 工具才能工作。
game_menu,游戏菜单
food_poisoning,食物中毒
vomiting,呕吐
sleeping,睡眠
sleeping_on_the_ground,睡在地上
winter_cold,寒流
warm_clothing,温暖的衣服
cozy_hut,舒适的小屋
cozy_tent,舒适的帐篷
warm_place,温暖的地方
dirty_animal_pen,肮脏的畜栏
hunger,饥饿
low_light,照明不足
spawn_time,产出时间
show_resource_in_the_general_list,显示清单上的所有资源。
rain,下雨
stopped_due_to,因此停止: {0}
pea_seeds,豌豆种子
pea_soup,豌豆汤
thresher,脫粒器
thresher_description,将种子与干草分离。
sheaf_of_barley,一捆大麦
bunch_of_peas,一把豌豆
threshing_floor,脱粒场
threshing_floor_description,"利用动物脱粒,分离种子与干草。"
noria,铲轮水车
noria_description,从井中取水并引导其通过水渠。
iron_bloom,铁坯
assigned_to,已指派给 {0}
assign_to,指派给 {0}
unassign_from,取消指派给 {0}  
assign_a_pet,指派宠物
pets,宠物
music_volume,音乐音量
destruct_surface,拆除地板
x_got_the_y_effect,{0} 得到 {1} 效果
days_until_aging_x,离增龄还有: {0} 天
days_until_death_x,离死亡还有: {0} 天
trading_post,交易站
trading,交易
trading_post_assortment_update,交易站的貨物已更新！
buying,购买
selling,贩卖
trading_post_description,"允许购买和出售商品,每天更新一次货物内容。"
mealing_stone,石磨盘
mealing_stone_description,用于加工谷物和种子。
animal_fat,动物脂肪
oil_lamp,油灯
oil_lamp_description,使用油或动物脂肪照明。
pemmican,干肉饼
settlement,Settlement
side_item,Side item
mulberry,Mulberry
carrot,Carrot
carrot_seeds,Carrot Seeds
carrot_wild,Carrot Plant
lettuce_leaves,Lettuce Leaves
wineberries,Wineberries
wineberry_bush,Wineberry Bush
limestone,Limestone
limestone_deposit,Limestone Deposit
lettuce_wild,Lettuce Plant
lettuce_seeds,Lettuce Seeds
lamp_post,Lamp Post
sycamore,Sycamore Tree
sycamore_pod,Sycamore Seed
red_beet_seeds,Red beet Seeds
pine,Pine Tree
pinecone,Pinecone
avacado_seed,Avocado Seed
avacado,Avocado
avacado_tree,Avocado Tree
red_beet,Red Beet
red_beet_plant,Red Beet Plant
onion,Onion
onion_seeds,Onion Seeds
onion_plant,Onion Plant
lemon_seeds,Lemon Seeds
tumeric,Tumeric
tumeric_plant,Tumeric Plant
lemon,Lemon
lemon_tree,Lemon Tree
spinach_plant,Spinach Plant
spinach,Spinach Leaves
spinach_seeds,Spinach Seeds
woad_leaves,Woad Leaves
woad_plant,Woad Plant
woad_seeds,Woad Seeds
red_cabbage,Red Cabbage
red_cabbage_plant,Red Cabbage Plant
red_cabbage_seeds,Red Cabbage Seeds
blueberries,Blueberries
blueberry_ plant,Blueberry Plant
blueberry_seeds,Blueberry Seeds
red_beet_chips,Red beet Chips
used_to_dye_clothes,Used to dye clothes
dye_station,Dye Station
red_tunic,Red Tunic
pink_tunic,Pink Tunic
orange_tunic,Orange Tunic
yellow_tunic,Yellow Tunic
green_tunic,Green Tunic
ltblue_tunic,Light Blue Tunic
dkblue_tunic,Dark Blue Tunic
purple_tunic,Purple Tunic
pot_of_vinegar,Pot of Vinegar
redwood_tree,Redwood Tree
blueberry_bush,Blueberry Bush
mulberry_tree,Mulberry Tree
purple_coat,Purple Coat
dkblue_coat,Dark Blue Coat
ltblue_coat,Light Blue Coat
green_coat,Green Coat
orange_coat,Orange Coat
yellow_coat,Yellow Coat
pink_coat,Pink Coat
red_coat,Red Coat
quarry,Quarry
quarry_description,"Used to gather Stones, Sand, Limestone, and someones Silicon."
sand,Sand
silicon,Silicon
silicon_ingot,Silicon Ingot
butterfly_bush,Butterfly Bush
decoration_desc,Used only for decoration.
farmer_statue,Farmer Statue
bird_bath,Bird Bath
joyful_statue,Statue of Joy
merchant_statue,Merchant Statue
merchant_statue_desc,The one who brings joy upon arrival.
fountain,Fountain
fountain_small,Small Fountain
stone_ball,Stone Ball Sculpture
holder_statue_light,Lit Holder Statue
holder_statue,Holder Statue
copper_lamp,Copper Lamp
copper_lamp_post,Copper Lamp on Post
bronze_lamp,Bronze Lamp
bronze_lamp_post,Bronze Lamp on Post
iron_lamp,Iron Lamp
iron_lamp_post,Iron Lamp on Post
stone_arch,Stone Archway
dog_statue,Stone Dog Statue
limestone_dog_statue,Limestone Dog Statue
totem,Totem
timothy_grass,Timothy Grass (Hay)
timothy_grass_desc,Can be cut to produce animal feed (Hay)
timothy_grass_seeds,Timothy Grass Seeds
multiflora_rose_bush,Multiflora Rose Bush
rose_bush,Rose bush
dames_rockets,Dame Rocket Flowers
tulip,Tulip
star_flower,Star Flower
wood_flower_wall,Wooden Flower Wall
stone_flower_wall,Stone Flower Wall
hedge,Leafy Hedge Wall
stone_rose_wall,Stone Rose Wall
brick_flower_wall,Brick Flower Wall
mudbrick_flower_wall,Mudbright Flower Wall
brick_rose_wall,Brick Rose Wall
mudbrick_rose_wall,Midbrick Rose Wall
wood_rose_wall,Wooden Rose Wall
wood_butterfly_wall,Wooden Butterfly Flower Wall
stone_butterfly_wall,Stone Butterfly Flower Wall
brick_butterfly_wall,Brick Butterfly Flower Wall
mudbrick_butterfly_wall,Mudbright Butterfly Flower Wall
chicken,Chicken
egg,Egg
sugar,Sugar
limestone_pillar,Limestone Pillar
rose_sculpture_large,Rose Sculpture Pillar
rose_sculpture_small,Small Rose Sculpture Pillar
fish_cake,Fish Patty
spinach_quiche,Spinach Quiche
lemon_square,Lemon Square
blueberry_tart,Blueberry Tart
onion_quiche,Onion Quiche
meat_pie,Meat Pie
wineberry_pie,Wineberry Pie
muffin,Muffin
carving,Decorative Carving
dwelling,A place to call Home.
brick_abode,Brick House
wooden_gate_small,Small Wooden Doors
wooden_gate_large,Large Wooden Doors
simple_bed,Simple Bed
steel_smelting,Steel Smelting
blast_furnace,Blast Furnace
steel_ingot,Steel Ingot
solar_power,Solar Power
solar_panel,Solar Panel
charging_station,Charging Station
used_to_charge_batteries,Used to charge batteries
empty_battery,Empty Battery
full_battery,Full Battery
copper_wire,Copper Wire
coop,Chicken Coop
glass,Glass
used_to_make_glass,Used to make Glass.
glass_workshop,Glass Workshop
glass_bottle,Glass Bottle
source_of_solar_energy,Creates a power source using Solar Energy
solar_light_desc,Solar Powered Lamp
plank_floor,Wooden Plank Floor
used_to_create_tools,Used to Create Advanced Tools
crafting_desk,Crafting Desk
sewing_desk,Sewing Desk
study_desk,Study Desk
used_to_make_clothes,Used to make Clothes
used_for_crafting,Used for Crafting Items
steel_smelting,Steel Smelting
candle,Candle
wax,Wax
honey,Honey
avacado_oil,Avocado Oil
candle_maker,Candle Maker
candle_making,Candle Making
used_for_crafting_candles,Used for crafting Candles
advanced_crafting,Advanced Crafting Desks
candelabra_copper,Copper Candelabra
candelabra_bronze,Bronze Candelabra
candelabra_iron,Iron Candelabra
candelabra_steel,Steel Candelabra
lemonade,Lemonade
used_for_cooking,Used for Faster Cooking
stove_iron,Iron Stove
brick_oven,Brick Pizza Oven
food_press,Food Press
used_to_make_oil,"Used to make Oil, Juices, and Honey"
used_for_making_pizza,Used for Making Pizza
tomato,Tomato
tomato_plant,Tomato Plant
tomato_seeds,Tomato Seeds
bell_pepper,Bell Pepper
bell_pepper_plant,Bell Pepper Plant
bell_pepper_seeds,Bell Pepper Seeds
tomato_pizza,Tomato Pizza Pie
cheese_pizza,Cheese Pizza
meaty_pizza,Meat Pizza
veggie_pizza,Vegetable Pizza
iron_gate,Small Iron Gate
iron_gate_large,Large Iron Gate
acorn,Acorn
tapped_maple,Tapped Maple Tree
tapped_pine,Tapped Pine Tree
tapper,Tapper
maple_sap,Raw Maple Sap
pine_sap,Raw Pine Sap
maple_syrup,Maple Syrup
to_tap_trees,Used to collect sap from a trees.
tree_tapping,Tree Tapping
tea_seed,Tea Tree Seed
tea_leaves,Tea Leaves
tea_plant,Tea Plant
black_tea,Black Tea
tomato_soup,Tomato Soup
veg_soup,Vegitable Soup
fried_egg,Fried Egg
potato_chips,Potato Chips
knitted_cap,Knitted Hat
sun_cap,Sun Hat
head_wrap,Head Wrap
pancakes,Pancakes w/ Syrup
maple_seed,Maple Tree Seed
jack_o_lantern,Jack-O-Lantern
toasted_pumpkin_seeds,Toasted Pumpkin Seeds
pumpkin_pie,Pumpkin Pie
pumpkin,Pumpkin
pumpkin_seeds,Pumpkin Seeds
red_head_wrap,Red Head Wrap
orange_head_wrap,Orange head Wrap
yellow_head_wrap,Yellow Head Wrap
green_head_wrap,Green  Head Wrap
ltblue_head_wrap,Light Blue Head Wrap
dkblue_head_wrap,Dark Blue  Head Wrap
purple_head_wrap,Purple  Head Wrap
pink_head_wrap,Pink  Head Wrap
red_sun_cap,Red Sun Cap
orange_sun_cap,Orange Sun Cap
yellow_sun_cap,Yellow Sun Cap
green_sun_cap,Green Sun Cap
ltblue_sun_cap,Light Blue Sun Cap
dkblue_sun_cap,Dark Blue Sun Cap
purple_sun_cap,Purple Sun Cap
pink_sun_cap,Pink Sun Cap
red_knitted_cap,Red Knitted Cap
orange_knitted_cap,Orange Knitted Cap
yellow_knitted_cap,Yellow Knitted Cap
green_knitted_cap,Green Knitted Cap
ltblue_knitted_cap,Light Blue Knitted Cap
dkblue_knitted_cap,Dark Blue Knitted Cap
purple_knitted_cap,Purple Knitted Cap
pink_knitted_cap,Pink Knitted Cap
maple,Maple Tree
corn,Corn Plant
corncob,Corncob
roasted_corncob,Roasted Corncob
corn_seeds,Corn Seeds
auto_oven,Auto Oven
automatic_cooking,Used to cook food automatically.
solar_lamp_post,Solar Lamp Post
warehouse,Warehouse
silo,Silo
potato,Potato
potato_plant,Potato Plant
foot_light_small,Small Floor Light
floor_light_large,Large Floor Light
tin_plate,Tin Coated Iron Plate
plate_casting,Plate Casting
used_for_casting_plates,Used for casting metal plates.
steel_drill,Electric Drill
chainsaw,Electric Chainsaw
cattle_miner,Mining Machine
cattle_miner_desc,A machine made that utilizes animals mine ore.
nursery,Tree Nursery
nursery_desc,A greenhouse where trees are grown and then made into wood.
tin_plate,A thin plate of metal coated in tin.
advanced_buildings,Advanced Buildings
